sales_region_code,item_code,first_cate_code,second_cate_code,order_date,ord_qty
101,20014,307,403,2017-06-25,1588
101,20014,307,403,2017-07-02,6601
101,20014,307,403,2017-07-16,830
101,20014,307,403,2017-07-23,602
101,20014,307,403,2017-07-30,1430
101,20014,307,403,2017-08-06,4340
101,20014,307,403,2017-08-13,4246
101,20014,307,403,2017-08-20,2769
101,20014,307,403,2017-08-27,4744
101,20014,307,403,2017-09-03,1964
101,20014,307,403,2017-09-10,460
101,20014,307,403,2017-09-17,339
101,20014,307,403,2017-09-24,2434
101,20014,307,403,2017-10-01,1909
101,20014,307,403,2017-10-08,1848
101,20014,307,403,2017-10-15,506
101,20014,307,403,2017-10-22,858
101,20014,307,403,2017-10-29,2916
101,20014,307,403,2017-11-05,687
101,20014,307,403,2017-11-12,1888
101,20014,307,403,2017-11-19,1206
101,20014,307,403,2017-11-26,701
101,20014,307,403,2017-12-03,99
101,20014,307,403,2017-12-10,1616
101,20014,307,403,2017-12-17,2754
101,20014,307,403,2017-12-24,1935
101,20014,307,403,2017-12-31,2008
101,20014,307,403,2018-01-07,1853
101,20014,307,403,2018-01-14,1010
101,20014,307,403,2018-01-21,2314
101,20014,307,403,2018-01-28,2475
101,20014,307,403,2018-02-04,2507
101,20014,307,403,2018-03-04,1658
101,20014,307,403,2018-03-11,293
101,20014,307,403,2018-03-18,2266
101,20014,307,403,2018-03-25,83
101,20014,307,403,2018-04-01,174
101,20014,307,403,2018-04-08,79
101,20014,307,403,2018-04-15,114
101,20014,307,403,2018-04-29,754
101,20014,307,403,2018-05-20,14
101,20014,307,403,2018-06-24,2
101,20014,307,403,2018-09-23,3
101,20014,307,403,2018-09-30,13
101,20014,307,403,2018-10-28,123
101,20016,303,401,2016-11-13,490
101,20016,303,401,2016-11-20,137
101,20016,303,401,2016-12-04,397
101,20016,303,401,2016-12-18,69
101,20016,303,401,2016-12-25,376
101,20016,303,401,2017-01-01,733
101,20016,303,401,2017-01-08,172
101,20016,303,401,2017-01-15,1324
101,20016,303,401,2017-01-22,172
101,20016,303,401,2017-02-12,795
101,20016,303,401,2017-02-19,1544
101,20016,303,401,2017-02-26,633
101,20016,303,401,2017-03-05,776
101,20016,303,401,2017-03-12,1237
101,20016,303,401,2017-03-19,456
101,20016,303,401,2017-03-26,2596
101,20016,303,401,2017-04-02,1943
101,20016,303,401,2017-04-09,414
101,20016,303,401,2017-04-16,540
101,20016,303,401,2017-04-23,1191
101,20016,303,401,2017-04-30,1358
101,20016,303,401,2017-05-07,268
101,20016,303,401,2017-05-14,321
101,20016,303,401,2017-05-21,812
101,20016,303,401,2017-05-28,173
101,20016,303,401,2017-06-04,509
101,20016,303,401,2017-06-11,468
101,20016,303,401,2017-06-18,1080
101,20016,303,401,2017-06-25,1233
101,20016,303,401,2017-07-02,316
101,20016,303,401,2017-07-09,908
101,20016,303,401,2017-07-16,643
101,20016,303,401,2017-07-23,171
101,20016,303,401,2017-07-30,85
101,20016,303,401,2017-08-13,651
101,20016,303,401,2017-08-20,510
101,20016,303,401,2017-08-27,203
101,20016,303,401,2017-09-03,62
101,20016,303,401,2017-09-10,203
101,20016,303,401,2017-09-17,193
101,20016,303,401,2017-09-24,802
101,20016,303,401,2017-10-01,354
101,20016,303,401,2017-10-08,8
101,20016,303,401,2017-10-15,128
101,20016,303,401,2017-10-22,223
101,20016,303,401,2017-10-29,345
101,20016,303,401,2017-11-05,34
101,20016,303,401,2017-11-12,215
101,20016,303,401,2017-11-19,9
101,20016,303,401,2017-11-26,30
101,20016,303,401,2017-12-03,92
101,20016,303,401,2017-12-10,48
101,20016,303,401,2017-12-17,509
101,20016,303,401,2017-12-24,9
101,20016,303,401,2018-01-14,170
101,20016,303,401,2018-01-21,145
101,20016,303,401,2018-01-28,8
101,20016,303,401,2018-02-04,533
101,20016,303,401,2018-02-25,8
101,20016,303,401,2018-03-04,63
101,20016,303,401,2018-03-11,160
101,20016,303,401,2018-03-18,8
101,20016,303,401,2018-04-01,276
101,20016,303,401,2018-04-08,661
101,20016,303,401,2018-04-29,905
101,20016,303,401,2018-05-06,142
101,20016,303,401,2018-05-13,29
101,20016,303,401,2018-05-27,221
101,20016,303,401,2018-06-03,430
101,20016,303,401,2018-06-10,321
101,20016,303,401,2018-06-17,173
101,20016,303,401,2018-06-24,67
101,20016,303,401,2018-07-01,168
101,20016,303,401,2018-07-08,21
101,20016,303,401,2018-07-15,56
101,20016,303,401,2018-07-22,185
101,20016,303,401,2018-07-29,198
101,20016,303,401,2018-08-12,223
101,20016,303,401,2018-08-19,507
101,20016,303,401,2018-09-02,28
101,20016,303,401,2018-09-16,386
101,20016,303,401,2018-09-23,207
101,20016,303,401,2018-09-30,337
101,20016,303,401,2018-10-07,13
101,20016,303,401,2018-10-14,539
101,20016,303,401,2018-10-28,4
101,20016,303,401,2018-11-04,17
101,20016,303,401,2018-11-11,269
101,20016,303,401,2018-11-18,744
101,20016,303,401,2018-11-25,25
101,20016,303,401,2018-12-02,14
101,20016,303,401,2018-12-16,190
101,20016,303,401,2018-12-23,3
101,20018,306,407,2017-12-10,203
101,20018,306,407,2018-01-07,3777
101,20018,306,407,2018-01-14,1689
101,20018,306,407,2018-01-21,1212
101,20018,306,407,2018-01-28,209
101,20018,306,407,2018-02-04,335
101,20018,306,407,2018-02-11,108
101,20018,306,407,2018-02-25,305
101,20018,306,407,2018-03-04,1488
101,20018,306,407,2018-03-11,1157
101,20018,306,407,2018-03-18,1156
101,20018,306,407,2018-03-25,6393
101,20018,306,407,2018-04-01,5766
101,20018,306,407,2018-04-08,4543
101,20018,306,407,2018-04-15,1159
101,20018,306,407,2018-04-22,779
101,20018,306,407,2018-04-29,289
101,20018,306,407,2018-05-06,509
101,20018,306,407,2018-05-13,345
101,20018,306,407,2018-05-20,21
101,20018,306,407,2018-05-27,29
101,20018,306,407,2018-06-03,21
101,20018,306,407,2018-06-10,276
101,20018,306,407,2018-06-17,608
101,20018,306,407,2018-06-24,58
101,20018,306,407,2018-07-01,37
101,20018,306,407,2018-07-08,51
101,20018,306,407,2018-07-15,857
101,20018,306,407,2018-07-22,103
101,20018,306,407,2018-07-29,201
101,20018,306,407,2018-08-05,471
101,20018,306,407,2018-08-12,735
101,20018,306,407,2018-08-19,383
101,20018,306,407,2018-08-26,69
101,20018,306,407,2018-09-02,386
101,20018,306,407,2018-09-09,333
101,20018,306,407,2018-09-16,160
101,20018,306,407,2018-09-23,444
101,20018,306,407,2018-09-30,450
101,20018,306,407,2018-10-07,474
101,20018,306,407,2018-10-14,115
101,20018,306,407,2018-10-21,102
101,20018,306,407,2018-10-28,385
101,20018,306,407,2018-11-04,883
101,20018,306,407,2018-11-11,505
101,20018,306,407,2018-11-18,686
101,20018,306,407,2018-11-25,660
101,20018,306,407,2018-12-02,313
101,20018,306,407,2018-12-09,245
101,20018,306,407,2018-12-16,192
101,20018,306,407,2018-12-23,27
101,20020,305,412,2015-09-06,18
101,20020,305,412,2015-09-13,53
101,20020,305,412,2015-09-20,108
101,20020,305,412,2015-09-27,86
101,20020,305,412,2015-10-11,13
101,20020,305,412,2015-10-18,52
101,20020,305,412,2015-10-25,15
101,20020,305,412,2015-11-01,61
101,20020,305,412,2015-11-15,68
101,20020,305,412,2015-11-22,124
101,20020,305,412,2015-11-29,655
101,20020,305,412,2015-12-06,101
101,20020,305,412,2015-12-13,544
101,20020,305,412,2015-12-20,119
101,20020,305,412,2015-12-27,157
101,20020,305,412,2016-01-03,41
101,20020,305,412,2016-01-10,452
101,20020,305,412,2016-01-17,247
101,20020,305,412,2016-01-24,143
101,20020,305,412,2016-01-31,110
101,20020,305,412,2016-02-21,48
101,20020,305,412,2016-02-28,53
101,20020,305,412,2016-03-06,13
101,20020,305,412,2016-03-13,64
101,20020,305,412,2016-03-20,49
101,20020,305,412,2016-03-27,3
101,20020,305,412,2016-04-10,48
101,20020,305,412,2016-04-24,9
101,20020,305,412,2016-05-08,75
101,20020,305,412,2016-05-15,46
101,20020,305,412,2016-05-22,22
101,20020,305,412,2016-05-29,121
101,20020,305,412,2016-06-12,19
101,20020,305,412,2016-06-19,49
101,20020,305,412,2016-06-26,41
101,20020,305,412,2016-07-03,49
101,20020,305,412,2016-07-31,36
101,20020,305,412,2016-08-07,6
101,20020,305,412,2016-08-14,55
101,20020,305,412,2016-08-21,23
101,20020,305,412,2016-08-28,9
101,20020,305,412,2016-09-04,14
101,20020,305,412,2016-09-11,8
101,20020,305,412,2016-09-25,73
101,20020,305,412,2016-10-09,143
101,20020,305,412,2016-10-16,19
101,20020,305,412,2016-10-30,16
101,20020,305,412,2016-11-27,29
101,20020,305,412,2016-12-04,2
101,20020,305,412,2016-12-11,305
101,20020,305,412,2016-12-18,24
101,20020,305,412,2016-12-25,135
101,20020,305,412,2017-01-01,124
101,20020,305,412,2017-01-08,117
101,20020,305,412,2017-01-15,13
101,20020,305,412,2017-01-22,18
101,20020,305,412,2017-02-12,44
101,20020,305,412,2017-02-19,9
101,20020,305,412,2017-02-26,23
101,20020,305,412,2017-03-05,13
101,20020,305,412,2017-03-12,20
101,20020,305,412,2017-03-19,4
101,20020,305,412,2017-03-26,12
101,20020,305,412,2017-04-02,24
101,20020,305,412,2017-04-09,8
101,20020,305,412,2017-04-16,24
101,20020,305,412,2017-04-23,43
101,20020,305,412,2017-04-30,66
101,20020,305,412,2017-05-07,43
101,20020,305,412,2017-05-14,8
101,20020,305,412,2017-05-28,42
101,20020,305,412,2017-07-16,4
101,20020,305,412,2017-07-30,31
101,20020,305,412,2017-08-27,14
101,20020,305,412,2017-09-24,31
101,20020,305,412,2017-10-01,23
101,20020,305,412,2017-10-22,26
101,20020,305,412,2017-10-29,11
101,20020,305,412,2017-11-26,32
101,20020,305,412,2017-12-03,4
101,20020,305,412,2017-12-24,32
101,20020,305,412,2017-12-31,6
101,20020,305,412,2018-01-14,25
101,20020,305,412,2018-01-28,6
101,20020,305,412,2018-02-11,19
101,20020,305,412,2018-03-11,11
101,20020,305,412,2018-03-18,9
101,20020,305,412,2018-03-25,6
101,20020,305,412,2018-04-01,8
101,20020,305,412,2018-04-22,5
101,20020,305,412,2018-05-20,9
101,20020,305,412,2018-06-10,8
101,20020,305,412,2018-08-19,4
101,20020,305,412,2018-09-09,6
101,20020,305,412,2018-12-23,4
101,20021,305,412,2016-07-17,260
101,20021,305,412,2016-07-24,32
101,20021,305,412,2016-07-31,160
101,20021,305,412,2016-08-14,56
101,20021,305,412,2016-08-21,28
101,20021,305,412,2016-08-28,152
101,20021,305,412,2016-09-04,13
101,20021,305,412,2016-09-25,57
101,20021,305,412,2016-10-09,38
101,20021,305,412,2016-11-06,35
101,20021,305,412,2016-11-13,46
101,20021,305,412,2016-11-27,53
101,20021,305,412,2016-12-11,45
101,20021,305,412,2017-01-08,115
101,20021,305,412,2017-01-15,18
101,20021,305,412,2017-02-26,118
101,20021,305,412,2017-03-05,18
101,20021,305,412,2017-03-12,22
101,20021,305,412,2017-03-26,61
101,20021,305,412,2017-05-14,140
101,20021,305,412,2017-05-28,20
101,20021,305,412,2018-01-28,16
101,20021,305,412,2018-06-10,10
101,20024,306,402,2018-02-11,7
101,20024,306,402,2018-05-13,254
101,20024,306,402,2018-09-09,101
101,20024,306,402,2018-09-23,3
101,20024,306,402,2018-10-14,403
101,20024,306,402,2018-10-21,31
101,20024,306,402,2018-10-28,511
101,20024,306,402,2018-11-11,103
101,20024,306,402,2018-12-02,34
101,20024,306,402,2018-12-09,58
101,20024,306,402,2018-12-16,209
101,20039,305,412,2018-12-16,513
101,20039,305,412,2018-12-23,10
101,20041,302,408,2017-12-24,208
101,20041,302,408,2018-02-11,9
101,20041,302,408,2018-03-04,607
101,20041,302,408,2018-03-11,508
101,20041,302,408,2018-03-18,901
101,20041,302,408,2018-03-25,9
101,20041,302,408,2018-04-15,1127
101,20041,302,408,2018-04-22,68
101,20041,302,408,2018-04-29,881
101,20041,302,408,2018-05-06,550
101,20041,302,408,2018-05-13,452
101,20041,302,408,2018-05-20,881
101,20041,302,408,2018-05-27,741
101,20041,302,408,2018-06-03,2101
101,20041,302,408,2018-06-10,1317
101,20041,302,408,2018-06-17,169
101,20041,302,408,2018-06-24,256
101,20041,302,408,2018-07-01,171
101,20041,302,408,2018-07-08,222
101,20041,302,408,2018-07-15,409
101,20041,302,408,2018-07-22,23
101,20041,302,408,2018-07-29,164
101,20041,302,408,2018-08-05,674
101,20041,302,408,2018-08-12,116
101,20041,302,408,2018-08-19,622
101,20041,302,408,2018-08-26,390
101,20041,302,408,2018-09-02,215
101,20041,302,408,2018-09-09,85
101,20041,302,408,2018-09-23,1785
101,20041,302,408,2018-09-30,872
101,20041,302,408,2018-10-07,355
101,20041,302,408,2018-10-14,1397
101,20041,302,408,2018-10-21,1567
101,20041,302,408,2018-10-28,1669
101,20041,302,408,2018-11-04,187
101,20041,302,408,2018-11-11,121
101,20041,302,408,2018-11-18,615
101,20041,302,408,2018-11-25,902
101,20041,302,408,2018-12-02,310
101,20041,302,408,2018-12-09,309
101,20041,302,408,2018-12-16,126
101,20041,302,408,2018-12-23,467
101,20046,303,401,2018-12-09,60
101,20046,303,401,2018-12-23,19
101,20049,302,408,2017-04-30,207
101,20049,302,408,2017-05-07,67
101,20049,302,408,2017-05-14,77
101,20049,302,408,2017-05-21,78
101,20049,302,408,2017-05-28,20
101,20049,302,408,2017-06-11,34
101,20049,302,408,2017-06-18,288
101,20049,302,408,2017-06-25,27
101,20049,302,408,2017-07-02,104
101,20049,302,408,2017-07-23,11
101,20049,302,408,2017-07-30,82
101,20049,302,408,2017-08-06,146
101,20049,302,408,2017-08-13,27
101,20049,302,408,2017-08-27,14
101,20049,302,408,2017-09-03,146
101,20049,302,408,2017-09-24,37
101,20049,302,408,2017-10-01,248
101,20049,302,408,2017-10-08,23
101,20049,302,408,2017-10-22,94
101,20049,302,408,2017-10-29,86
101,20049,302,408,2017-11-05,26
101,20049,302,408,2017-11-12,14
101,20049,302,408,2017-11-19,15
101,20049,302,408,2017-11-26,23
101,20049,302,408,2017-12-03,13
101,20049,302,408,2017-12-17,274
101,20049,302,408,2017-12-31,8
101,20049,302,408,2018-01-14,103
101,20049,302,408,2018-01-21,37
101,20049,302,408,2018-03-11,27
101,20049,302,408,2018-04-22,7
101,20049,302,408,2018-04-29,75
101,20049,302,408,2018-05-13,9
101,20049,302,408,2018-06-17,43
101,20049,302,408,2018-07-08,13
101,20049,302,408,2018-09-02,60
101,20049,302,408,2018-09-23,21
101,20049,302,408,2018-10-28,26
101,20049,302,408,2018-11-11,53
101,20049,302,408,2018-12-09,2
101,20055,304,409,2018-09-23,20
101,20055,304,409,2018-09-30,13
101,20055,304,409,2018-10-21,18
101,20058,303,401,2017-01-22,19
101,20058,303,401,2017-02-26,14
101,20058,303,401,2017-06-25,1
101,20058,303,401,2017-07-02,100
101,20058,303,401,2018-07-29,185
101,20058,303,401,2018-12-02,34
101,20076,303,401,2016-05-08,107
101,20076,303,401,2016-05-15,311
101,20076,303,401,2016-05-22,703
101,20076,303,401,2016-05-29,1001
101,20076,303,401,2016-06-05,547
101,20076,303,401,2016-06-12,758
101,20076,303,401,2016-06-19,783
101,20076,303,401,2016-06-26,421
101,20076,303,401,2016-07-03,1159
101,20076,303,401,2016-07-10,598
101,20076,303,401,2016-07-17,377
101,20076,303,401,2016-07-24,525
101,20076,303,401,2016-07-31,465
101,20076,303,401,2016-08-07,91
101,20076,303,401,2016-08-14,523
101,20076,303,401,2016-08-21,143
101,20076,303,401,2016-08-28,289
101,20076,303,401,2016-09-04,631
101,20076,303,401,2016-09-11,975
101,20076,303,401,2016-09-18,1298
101,20076,303,401,2016-09-25,246
101,20076,303,401,2016-10-02,610
101,20076,303,401,2016-10-09,970
101,20076,303,401,2016-10-16,477
101,20076,303,401,2016-10-23,155
101,20076,303,401,2016-10-30,1083
101,20076,303,401,2016-11-06,602
101,20076,303,401,2016-11-13,494
101,20076,303,401,2016-11-20,853
101,20076,303,401,2016-12-04,788
101,20076,303,401,2016-12-11,590
101,20076,303,401,2016-12-18,631
101,20076,303,401,2016-12-25,995
101,20076,303,401,2017-01-01,306
101,20076,303,401,2017-01-08,1015
101,20076,303,401,2017-01-15,343
101,20076,303,401,2017-01-22,651
101,20076,303,401,2017-02-12,1739
101,20076,303,401,2017-02-19,633
101,20076,303,401,2017-02-26,101
101,20076,303,401,2017-03-05,1021
101,20076,303,401,2017-03-12,195
101,20076,303,401,2017-03-19,56
101,20076,303,401,2017-03-26,109
101,20076,303,401,2017-04-02,962
101,20076,303,401,2017-04-09,137
101,20076,303,401,2017-04-16,418
101,20076,303,401,2017-04-23,178
101,20076,303,401,2017-04-30,213
101,20076,303,401,2017-05-14,129
101,20076,303,401,2017-05-21,42
101,20076,303,401,2017-05-28,208
101,20076,303,401,2017-06-04,109
101,20076,303,401,2017-06-11,34
101,20076,303,401,2017-06-18,362
101,20076,303,401,2017-06-25,872
101,20076,303,401,2017-07-02,257
101,20076,303,401,2017-07-09,30
101,20076,303,401,2017-07-16,150
101,20076,303,401,2017-07-23,9
101,20076,303,401,2017-07-30,47
101,20076,303,401,2017-08-06,107
101,20076,303,401,2017-08-20,225
101,20076,303,401,2017-08-27,249
101,20076,303,401,2017-09-03,56
101,20076,303,401,2017-09-10,186
101,20076,303,401,2017-09-17,93
101,20076,303,401,2017-09-24,190
101,20076,303,401,2017-10-01,40
101,20076,303,401,2017-10-08,24
101,20076,303,401,2017-10-15,51
101,20076,303,401,2017-10-22,108
101,20076,303,401,2017-11-05,15
101,20076,303,401,2017-11-19,254
101,20076,303,401,2017-11-26,119
101,20076,303,401,2017-12-03,119
101,20076,303,401,2017-12-10,151
101,20076,303,401,2017-12-17,13
101,20076,303,401,2017-12-24,202
101,20076,303,401,2017-12-31,225
101,20076,303,401,2018-01-07,131
101,20076,303,401,2018-01-14,307
101,20076,303,401,2018-01-21,349
101,20076,303,401,2018-01-28,87
101,20076,303,401,2018-02-04,69
101,20076,303,401,2018-02-25,68
101,20076,303,401,2018-03-04,352
101,20076,303,401,2018-03-11,100
101,20076,303,401,2018-03-18,132
101,20076,303,401,2018-03-25,56
101,20076,303,401,2018-04-01,20
101,20076,303,401,2018-04-08,137
101,20076,303,401,2018-04-15,21
101,20076,303,401,2018-04-29,9
101,20076,303,401,2018-05-06,11
101,20076,303,401,2018-05-13,25
101,20076,303,401,2018-05-20,10
101,20076,303,401,2018-05-27,10
101,20076,303,401,2018-06-03,31
101,20076,303,401,2018-06-10,13
101,20076,303,401,2018-06-17,9
101,20076,303,401,2018-06-24,10
101,20076,303,401,2018-07-01,14
101,20076,303,401,2018-07-22,10
101,20076,303,401,2018-07-29,14
101,20076,303,401,2018-08-12,54
101,20076,303,401,2018-08-19,170
101,20076,303,401,2018-08-26,235
101,20076,303,401,2018-09-09,251
101,20076,303,401,2018-09-16,36
101,20076,303,401,2018-10-14,5
101,20076,303,401,2018-10-21,4
101,20076,303,401,2018-12-02,7
101,20076,303,401,2018-12-16,14
101,20085,301,405,2017-02-26,20
101,20085,301,405,2017-04-09,46
101,20085,301,405,2017-04-16,61
101,20085,301,405,2017-05-14,54
101,20085,301,405,2017-05-21,10
101,20085,301,405,2017-05-28,31
101,20085,301,405,2017-07-23,21
101,20085,301,405,2017-08-20,22
101,20085,301,405,2017-08-27,35
101,20085,301,405,2017-09-03,8
101,20085,301,405,2017-10-08,66
101,20085,301,405,2017-10-22,4
101,20085,301,405,2017-10-29,55
101,20085,301,405,2017-11-05,66
101,20085,301,405,2017-11-12,209
101,20085,301,405,2017-11-19,26
101,20085,301,405,2017-12-17,8
101,20085,301,405,2018-01-07,26
101,20085,301,405,2018-01-14,142
101,20085,301,405,2018-01-21,23
101,20085,301,405,2018-03-18,10
101,20085,301,405,2018-04-01,125
101,20085,301,405,2018-04-15,8
101,20085,301,405,2018-04-22,343
101,20085,301,405,2018-04-29,27
101,20085,301,405,2018-05-06,12
101,20085,301,405,2018-05-13,263
101,20085,301,405,2018-05-20,30
101,20085,301,405,2018-05-27,323
101,20085,301,405,2018-06-24,4
101,20085,301,405,2018-07-15,110
101,20085,301,405,2018-07-22,67
101,20085,301,405,2018-07-29,79
101,20085,301,405,2018-09-16,31
101,20085,301,405,2018-09-30,6
101,20086,303,401,2016-02-28,207
101,20086,303,401,2016-03-13,102
101,20086,303,401,2016-04-24,34
101,20086,303,401,2016-05-01,21
101,20086,303,401,2016-05-15,307
101,20086,303,401,2016-05-29,10
101,20086,303,401,2016-06-05,41
101,20086,303,401,2016-07-24,107
101,20086,303,401,2016-07-31,5
101,20086,303,401,2016-08-21,37
101,20086,303,401,2016-08-28,17
101,20086,303,401,2016-09-04,155
101,20086,303,401,2016-09-11,103
101,20086,303,401,2016-09-18,151
101,20086,303,401,2016-09-25,73
101,20086,303,401,2016-10-16,633
101,20086,303,401,2016-10-30,202
101,20086,303,401,2016-11-27,103
101,20086,303,401,2016-12-11,113
101,20086,303,401,2016-12-18,102
101,20086,303,401,2016-12-25,235
101,20086,303,401,2017-01-22,246
101,20086,303,401,2017-02-26,64
101,20086,303,401,2017-03-05,42
101,20086,303,401,2017-03-19,103
101,20086,303,401,2017-04-09,57
101,20086,303,401,2017-04-30,17
101,20086,303,401,2017-05-14,21
101,20086,303,401,2017-06-04,57
101,20086,303,401,2017-06-11,73
101,20086,303,401,2017-06-18,149
101,20086,303,401,2017-06-25,479
101,20086,303,401,2017-07-02,10
101,20086,303,401,2017-07-09,105
101,20086,303,401,2017-07-16,57
101,20086,303,401,2017-08-13,107
101,20086,303,401,2017-08-27,39
101,20086,303,401,2017-09-17,107
101,20086,303,401,2017-09-24,113
101,20086,303,401,2017-10-01,895
101,20086,303,401,2017-10-15,109
101,20086,303,401,2017-10-22,96
101,20086,303,401,2017-10-29,11
101,20086,303,401,2017-11-12,301
101,20086,303,401,2017-11-26,4
101,20086,303,401,2017-12-24,8
101,20086,303,401,2018-01-21,203
101,20086,303,401,2018-01-28,33
101,20086,303,401,2018-03-18,105
101,20086,303,401,2018-03-25,635
101,20086,303,401,2018-04-08,53
101,20086,303,401,2018-04-15,404
101,20086,303,401,2018-04-29,1218
101,20086,303,401,2018-05-06,58
101,20086,303,401,2018-05-13,67
